logm,logphi,upper_error,lower_error
9.013996889580094,-1.901453957996769,-1.8045234248788353,-2.017770597738289
9.065318818040435,-1.9084282085920479,-1.809745866849437,-2.017770597738289
9.139968895800934,-1.9185761939804045,-1.8173566438795332,-2.017770597738289
9.186625194401245,-1.9233041223271303,-1.8215202111860989,-2.0202411805566842
9.237947122861586,-1.9275190501441357,-1.8257351390031042,-2.02445610837369
9.349922239502332,-1.9367152562903298,-1.8349313451492981,-2.033652314519884
9.415241057542769,-1.941285305619963,-1.8400319710462265,-2.0387510293810056
9.573872472783826,-1.948729638681243,-1.8511986854074345,-2.0499177437422134
9.629860031104199,-1.9528651328326536,-1.8551923497949228,-2.0531731908719033
9.755832037325039,-1.9649773484286204,-1.8642763325112712,-2.0592290600337533
9.8398133748056,-1.9711786711822379,-1.870332320988837,-2.0651434225686924
9.979782270606531,-1.9779074146954043,-1.880425635118113,-2.078601439897544
10.049766718506998,-1.9834370977518496,-1.8864991072917772,-2.0863337305089877
10.175738724727838,-1.9952609050752397,-1.8983229146151672,-2.1011137739385646
10.250388802488336,-2.006340782508102,-1.9093949697002188,-2.1119844017507146
10.381026438569208,-2.0314643948854285,-1.934518582077545,-2.133967129423679
10.455676516329705,-2.0516150864132165,-1.9525967494469734,-2.154453865139024
10.565318818040435,-2.086802807443267,-1.982756519787154,-2.1921557032289236
10.614307931570762,-2.1025249806694597,-1.9962321618540433,-2.2090012053541983
10.656298600311043,-2.1246172383428195,-2.0179436199903673,-2.232383575046536
10.758942457231726,-2.1833779030450664,-2.0767042846926143,-2.2944103380857555
10.79860031104199,-2.212105873279827,-2.1054104671098126,-2.3236510706393863
10.847589424572316,-2.2551202677917614,-2.14798633627989,-2.3658294825168618
10.964230171073094,-2.3736469254314545,-2.2630240975821945,-2.4773785184139365
11.001555209953343,-2.4140830538368827,-2.3024818187243987,-2.5165248918779795
11.043545878693624,-2.4743431518967496,-2.3627419167842634,-2.5805559535406077
11.06687402799378,-2.5114401646702804,-2.399819781817757,-2.618207487398778
11.150855365474339,-2.649559916255992,-2.537939533403471,-2.756327238984492
11.188180404354588,-2.717767141282523,-2.611211984586968,-2.824563257787379
11.220839813374806,-2.791526329880765,-2.6864514919945846,-2.8952644416348776
11.253499222395023,-2.8778767355095543,-2.7662768054628986,-2.975289651715326
11.276827371695179,-2.942391759804674,-2.8319465420265875,-3.0421141940389838
11.332814930015552,-3.0972278181129607,-2.98955390977944,-3.202493095615763
11.356143079315707,-3.1643132107623333,-3.056839098475677,-3.2723935117850034
11.384136858475895,-3.2518953137361692,-3.142110654673184,-3.3645976440080827
11.40746500777605,-3.324880399547697,-3.213170284837771,-3.4414344208606473
11.426127527216174,-3.4048657327766576,-3.2930013259969915,-3.5166434276997007
11.444790046656298,-3.4854019994246777,-3.3735375926450115,-3.5921294895329563
11.468118195956453,-3.5887935091801797,-3.4764797088355044,-3.691388145746976
11.519440124416796,-3.832501920681778,-3.7167902901228724,-3.9384947548553852
11.542768273716952,-3.9467760360038087,-3.8273056526447142,-4.053855682021509
11.5800933125972,-4.141548879010175,-4.008592408869329,-4.248628525027869
11.608087091757387,-4.3088210558961455,-4.170542654256135,-4.415998710978959
11.636080870917574,-4.486293796788272,-4.34522819994518,-4.593471451871093
11.673405909797822,-4.729953212353477,-4.606175961222472,-4.868885879439324
11.706065318818041,-4.9637477231195515,-4.8341168340423035,-5.114926265519992
11.724727838258165,-5.116771085496064,-4.970450378772958,-5.259629025528218
11.74805598755832,-5.323471384715013,-5.15366956352008,-5.446522555966339
11.766718506998444,-5.476882150930529,-5.315071620084174,-5.607924612530431
11.780715396578538,-5.593426578386139,-5.436334462516161,-5.728603848101238
11.808709175738725,-5.8786676506827655,-5.707588220947513,-5.976751605056448
